"","cve_ent","mpio","poblacion_2022","hogrem2015","hogremjefmuj2015","popnoafmed2015","gini2015","popden2020","crimen_2018","crimen_2019","inclusion_fin_2019","porcentaje_pob_pobreza","porcentaje_pob_pobreza_ext","porcentaje_pob_servicios_salud","porcentaje_pob_acceso_ss","pob_6.14_no_edu","rezago_social","grado_rs","feb_2020","march_2020","april_2020","may_2020","june_2020","july_2020","august_2020","sept_2020","oct_2020","nov_2020","dic_2020","jan_2021","feb_2021","mar_2021...32","mar_2021...33","april_2021","may_2021","june_2021","july_2021","august_2021","sept_2021","oct_2021","nov_2021","dic_2021","ent_id","n","entidad"
"432",12066,"Tlapa de Comonfort",93574,10.061,34.053,14.929,0.478,91.2,30.76,48.34,0.77,71.77,31.36,29.76,84.87,7.34,0.5,"Medio",0,1,11,53,79,70,59,50,33,24,58,136,91,201,201,74,25,1,58,266,85,59,36,11,12,105,"Guerrero"
"433",12067,"Tlapehuala",22706,22.681,33.419,24.26,0.4,83.273,8.84,4.41,0,68.55,27.13,53.26,80.34,4.79,-0.03,"Bajo",0,0,0,5,54,16,12,17,4,5,11,36,64,44,44,10,3,0,30,76,23,34,3,4,12,31,"Guerrero"
"434",12068,"La Union de Isidoro Montes de Oca",26968,15.489,22.153,19.457,0.389,23.073,60.84,30.36,0.53,43.5,10.22,24.56,69.44,6.7,0,"Bajo",0,0,5,20,15,27,11,15,14,4,4,9,1,3,3,8,1,3,26,80,25,6,0,0,12,8,"Guerrero"
"435",12069,"Xalpatlahuac",12255,19.643,28.738,10.6,0.394,30.401,16.51,24.68,0,93.21,50,12.78,88.1,8.96,2.06,"Muy alto",0,0,1,0,1,2,3,2,0,0,1,8,1,2,2,1,1,2,0,2,4,0,0,0,12,1,"Guerrero"
"436",12070,"Xochihuehuetlan",7398,34.286,25.322,3.972,0.399,41.033,27.7,41.47,0,74.65,19.32,10.74,85.08,3.47,0.24,"Medio",0,0,12,1,0,0,3,8,5,3,0,0,0,0,0,1,0,0,6,11,3,3,1,0,12,7,"Guerrero"
"437",12071,"Xochistlahuaca",30222,6.176,28.268,10.271,0.379,93.089,23.12,26.26,0,87.48,41.33,11.87,87.04,10.7,2.34,"Muy alto",0,0,0,2,1,27,31,26,1,1,0,6,9,6,6,49,6,0,20,151,61,13,3,4,12,12,"Guerrero"
"438",12072,"Zapotitlan Tablas",12587,2.121,27.536,3.538,0.404,14.623,36.26,54.09,0,91.37,52.1,5.81,91.91,8.19,2.48,"Muy alto",0,0,0,1,0,2,1,0,2,0,2,0,3,0,0,3,0,0,0,1,1,1,0,1,12,2,"Guerrero"
"439",12073,"Zirandaro",18228,22.357,28.199,37.015,0.396,7.283,33.29,33.36,0,71.5,24.82,53.12,84.67,16.77,0.8,"Medio",0,0,0,1,28,16,28,27,17,6,4,22,2,2,2,4,0,0,9,41,35,7,2,0,12,9,"Guerrero"
"440",12074,"Zitlala",23871,6.341,38.933,9.929,0.376,71.308,45.05,24.43,0,89.24,38.55,21.65,86.76,7.75,1.72,"Alto",0,0,0,2,7,22,5,6,0,1,0,6,5,1,1,0,1,1,1,34,14,3,0,0,12,3,"Guerrero"
"441",12075,"Eduardo Neri",52924,6.911,26.858,13.696,0.447,41.228,58.72,42.81,0.28,65.59,24.78,33.14,77.83,5.83,0.1,"Bajo",0,0,1,29,34,40,36,35,23,28,24,55,26,16,16,18,12,1,64,208,19,5,0,1,12,54,"Guerrero"
"442",12076,"Acatepec",38738,1.1,29.029,7.531,0.373,67.107,8.51,36.58,0,96.03,61.54,7.77,95.11,4.39,3.2,"Muy alto",0,0,0,0,3,2,0,0,0,0,0,2,2,2,2,2,0,0,12,9,5,1,1,0,12,5,"Guerrero"
"443",12077,"Marquelia",14269,10.378,29.865,15.696,0.411,67.716,58.18,43.45,1.02,59.71,18.59,40.27,77.89,4.11,0.28,"Medio",0,0,0,0,15,27,10,5,5,2,0,12,7,3,3,3,3,3,87,66,7,7,1,1,12,19,"Guerrero"
"444",12078,"Cochoapa el Grande",19337,6.031,21.387,14.319,0.49,34.131,19.85,54.2,0.77,99.44,84.23,17.36,96.99,22.25,5,"Muy alto",0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,18,0,0,0,0,12,1,"Guerrero"
"445",12079,"Jose Joaquin de Herrera",17905,3.256,20.597,10.203,0.352,137.777,73.95,67.43,0,94.97,59.4,15.12,93.85,7.82,2.99,"Muy alto",0,0,0,0,4,0,0,0,1,0,0,4,1,2,2,0,1,0,1,6,0,0,0,0,12,1,"Guerrero"
"446",12080,"Juchitan",7924,24.179,31.057,19.681,0.386,29.73,0,91.21,0,65.73,20.59,23.65,82.11,6.05,0.76,"Medio",0,0,0,0,0,5,10,2,0,1,0,4,9,5,5,5,1,0,24,37,4,1,0,0,12,5,"Guerrero"
"447",12081,"Iliatenco",11317,5.567,36.604,17.833,0.394,49.186,0,27.48,0,80.24,38.67,31.24,88.21,3.46,1.82,"Muy alto",0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,12,3,"Guerrero"
"448",13001,"Acatlan",22119,13.896,27.998,19.15,0.351,127.464,13.58,40.29,0,39.29,4.9,37.46,87.74,7.36,-0.3,"Bajo",0,0,1,16,4,28,21,8,6,8,16,25,7,4,4,5,1,0,9,30,16,2,2,3,13,13,"Hidalgo"
"449",13002,"Acaxochitlan",46234,4.058,24.669,19.094,0.384,203.737,8.81,17.39,0,80.09,28.51,20.68,88.82,7.18,0.71,"Medio",0,0,1,7,13,12,24,15,11,11,17,24,13,6,6,11,2,5,18,67,35,11,0,5,13,21,"Hidalgo"
"450",13003,"Actopan",61311,7.504,35.606,21.457,0.401,217.787,6.65,9.87,2.04,48.02,3.66,35.36,72.49,2.92,-0.87,"Muy bajo",0,0,5,25,38,45,71,47,36,60,68,141,50,26,26,25,9,19,93,180,97,38,19,13,13,139,"Hidalgo"
"451",13004,"Agua Blanca de Iturbide",9705,4.678,28.229,21.095,0.366,105.666,0,10.43,0,60,8.3,25.13,87.58,3.5,0.03,"Bajo",0,0,0,2,0,8,10,3,4,1,6,15,4,0,0,1,0,0,9,12,18,6,1,0,13,6,"Hidalgo"
"452",13005,"Ajacuba",19882,5.311,23.12,16.965,0.341,97.935,0,5.46,0,48.07,4.52,28.86,65.6,3.9,-0.67,"Bajo",0,0,0,8,5,15,25,25,9,11,44,38,6,15,15,7,2,0,29,136,44,5,5,1,13,18,"Hidalgo"
"453",13006,"Alfajayucan",22078,12.911,28.373,20.382,0.359,40.971,9.74,4.83,0,48.56,7.78,32.3,84.06,2.49,-0.31,"Bajo",0,0,2,2,2,8,10,3,5,12,12,16,7,2,2,4,4,0,28,52,25,26,1,0,13,19,"Hidalgo"
"454",13007,"Almoloya",13135,4.35,22.087,10.04,0.354,44.379,0,0,0,50.24,3.84,15.82,72.5,2.78,-0.55,"Bajo",0,0,0,3,10,40,9,11,6,7,11,8,11,9,9,9,7,3,14,37,24,5,0,0,13,11,"Hidalgo"
"455",13008,"Apan",48036,4.54,29.504,17.772,0.368,134.566,4.35,10.76,1.17,41.36,3.63,23.88,61.93,3.51,-0.93,"Muy bajo",0,0,5,74,92,93,76,49,52,74,110,91,36,42,42,55,17,26,95,200,138,37,10,9,13,87,"Hidalgo"
"456",13009,"El Arenal",20199,6.885,29.855,15.101,0.338,157.554,15.41,5.08,0,48.89,4.89,29.13,80.32,4.15,-0.62,"Bajo",0,0,1,6,9,16,19,3,9,12,13,16,11,9,9,2,2,2,14,50,21,5,3,2,13,4,"Hidalgo"
"457",13010,"Atitalaquia",32226,1.009,25.788,17.296,0.379,491.044,6.81,10.11,0.91,28.96,1.36,21.3,48.26,3.18,-1.05,"Muy bajo",0,0,2,30,28,23,40,41,46,53,67,70,18,16,16,25,8,2,47,144,35,16,4,21,13,42,"Hidalgo"
"458",13011,"Atlapexco",21662,2.106,24.882,8.15,0.414,233.632,0,14.74,0,65.16,18.67,15.79,83.12,2.87,0.4,"Medio",0,0,0,0,4,8,5,7,12,6,4,4,1,1,1,1,2,1,8,29,27,6,1,0,13,16,"Hidalgo"
"459",13012,"Atotonilco el Grande",29469,13.83,34.858,12.051,0.374,70.64,3.35,13.27,1.37,52.42,7,29.86,86.42,4.06,-0.34,"Bajo",0,0,2,8,16,12,14,3,8,14,22,25,7,4,4,3,10,3,55,74,13,12,11,3,13,54,"Hidalgo"
"460",13013,"Atotonilco de Tula",41039,1.595,23.206,20.226,0.339,2028.247,22.72,42.11,0,32.86,2.85,22.82,44.59,3.97,-1.16,"Muy bajo",0,1,3,28,35,44,32,22,23,54,60,84,44,33,33,34,16,19,151,232,77,47,16,11,13,53,"Hidalgo"
"461",13014,"Calnali",18680,2.504,25.366,7.936,0.393,84.911,0,11.2,0,66.15,13.18,13.53,79.12,2.31,0.19,"Medio",0,0,1,4,8,0,9,1,4,7,6,34,4,3,3,1,3,0,6,33,32,10,7,0,13,14,"Hidalgo"
"462",13015,"Cardonal",19853,15.448,27.169,15.141,0.382,42.004,4.85,9.6,0,56.5,9.26,30.45,81.49,1.97,-0.25,"Bajo",0,0,2,3,4,15,5,6,8,9,16,13,2,9,9,8,4,6,66,29,16,10,4,4,13,2,"Hidalgo"
"463",13016,"Cuautepec de Hinojosa",62361,7.883,31.343,23.47,0.364,162.16,17.65,31.7,0.44,67.32,9.04,30.85,82.98,5.54,-0.44,"Bajo",0,0,3,24,15,32,25,15,13,19,45,87,25,17,17,12,8,3,97,278,42,13,4,2,13,54,"Hidalgo"
"464",13017,"Chapantongo",14659,5.148,25.367,15.28,0.349,43.499,7.7,22.95,0,49.26,8.38,27.53,83.03,4.76,0.01,"Bajo",0,0,0,1,5,19,25,15,16,20,29,34,13,7,7,3,2,2,10,46,29,13,1,6,13,11,"Hidalgo"
"465",13018,"Chapulhuacan",25460,16.392,28.623,9.244,0.415,95.828,4.19,4.15,0,51.37,7.13,20.09,85.41,4.81,-0.02,"Bajo",0,0,0,3,3,6,8,2,1,3,2,12,4,2,2,0,0,0,23,37,12,2,1,0,13,15,"Hidalgo"
"466",13019,"Chilcuautla",19638,9.476,26.193,22.45,0.378,81.751,10.27,5.08,0,48.85,6.2,30.82,82.81,2.06,-0.31,"Bajo",0,0,2,3,7,7,20,10,17,15,19,20,21,7,7,2,2,2,26,55,38,17,6,0,13,7,"Hidalgo"
"467",13020,"Eloxochitlan",2972,8.859,27.184,7.462,0.345,12.939,0,32.54,0,52.98,4.05,20.92,77.23,4.94,-0.31,"Bajo",0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,6,2,3,4,0,0,13,1,"Hidalgo"
"468",13021,"Emiliano Zapata",15803,3.41,30.538,17.909,0.353,421.528,0,0,0,37.81,2.61,23.56,50.16,4.1,-1,"Muy bajo",0,4,3,12,28,99,24,8,31,16,23,44,19,9,9,6,0,8,18,55,47,2,1,2,13,25,"Hidalgo"
"469",13022,"Epazoyucan",16053,4.148,27.924,13.163,0.359,93.217,0,6.28,0,36.82,3.25,28.6,66.42,6.05,-0.76,"Muy bajo",0,0,2,11,10,7,15,21,29,6,34,35,15,27,27,16,2,3,28,59,24,7,3,7,13,8,"Hidalgo"
"470",13023,"Francisco I. Madero",38879,7.628,30.127,18.259,0.412,381.157,13.12,7.79,0,48.21,4.23,27.54,73.16,2.52,-0.88,"Muy bajo",0,0,3,6,12,15,57,34,17,16,23,49,24,18,18,5,3,2,35,47,25,2,13,9,13,63,"Hidalgo"
"471",13024,"Huasca de Ocampo",19077,14.802,28.929,13.481,0.361,57.577,0,5.22,0.73,51.13,9.23,34.76,87.75,6.07,-0.43,"Bajo",0,1,2,3,2,6,10,4,10,9,10,9,8,3,3,2,5,6,13,33,19,12,5,5,13,9,"Hidalgo"
"472",13025,"Huautla",23193,1.532,22.481,7.339,0.44,71.831,0,4.44,0,64.23,16.16,13.68,71.68,1.56,0.78,"Medio",0,0,0,1,6,4,4,10,9,3,5,7,4,0,0,1,0,1,4,20,15,1,0,0,13,12,"Hidalgo"
"473",13026,"Huazalingo",15009,1.749,19.363,6.642,0.366,112.874,0,0,0,86.15,32.2,5.99,88.43,2.26,0.52,"Medio",0,0,0,0,1,1,2,0,2,5,3,2,2,1,1,0,0,0,5,18,35,10,6,1,13,2,"Hidalgo"
"474",13027,"Huehuetla",27313,3.572,28.393,9.804,0.42,87.165,8.16,4.05,0,75.76,25.48,10.57,85.97,4.21,1.25,"Alto",0,0,0,3,6,7,25,15,3,14,3,7,7,3,3,1,0,0,12,53,56,8,6,0,13,7,"Hidalgo"
"475",13028,"Huejutla de Reyes",139683,1.427,22.327,16.912,0.505,335.577,3.82,8.33,0.84,65.35,18.85,22.5,73.88,3.64,0.06,"Bajo",0,1,3,45,136,130,54,62,70,87,91,112,23,6,6,4,9,5,65,397,140,24,13,4,13,190,"Hidalgo"
"476",13029,"Huichapan",49792,10.493,30.894,16.539,0.362,70.985,8.23,38.71,1.11,42.44,3.61,23.23,72.8,2.69,-0.68,"Bajo",0,0,1,16,19,35,32,25,30,65,104,163,46,29,29,23,7,4,73,150,90,52,16,8,13,74,"Hidalgo"
"477",13030,"Ixmiquilpan",99735,13.168,31.787,19.052,0.421,174.516,14.2,37.06,1.38,50.24,6.25,36.01,78.93,2.74,-0.67,"Bajo",0,0,0,14,35,102,63,39,54,99,83,97,30,29,29,35,13,18,99,206,88,23,9,18,13,178,"Hidalgo"
"478",13031,"Jacala de Ledezma",14478,26.58,33.3,6.232,0.435,35.428,7.43,29.52,0,43.68,3.84,11.35,79.05,3.11,-0.32,"Bajo",0,0,1,0,0,0,1,1,5,1,3,4,2,1,1,0,0,0,14,20,11,1,1,0,13,19,"Hidalgo"
"479",13032,"Jaltocan",12806,2.63,23.192,13.056,0.427,215.635,0,8.61,0,75.21,19.89,10.11,77.14,3.54,0.31,"Medio",0,0,0,0,15,3,3,3,8,13,4,3,0,1,1,0,0,0,6,10,8,2,0,1,13,11,"Hidalgo"
"480",13033,"Juarez Hidalgo",3412,9.979,29.412,10.811,0.37,17.881,0,0,0,55.64,4.35,25.86,71.6,3.6,-0.17,"Bajo",0,0,0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,0,0,11,8,1,1,0,13,1,"Hidalgo"
"481",13034,"Lolotla",10256,3.019,23.953,10.031,0.389,43.881,0,9.79,0,77.17,20.42,14.97,83.25,2.44,0.15,"Medio",0,0,0,0,1,1,3,0,2,2,10,4,0,2,2,6,0,0,1,24,8,1,0,0,13,1,"Hidalgo"
"482",13035,"Metepec",12508,5.988,26.404,30.845,0.348,67.867,15.09,7.45,0,42.82,4.29,40.06,83.98,4.61,-0.53,"Bajo",0,0,0,0,11,9,3,2,2,5,8,25,3,2,2,1,0,0,18,36,20,4,5,1,13,5,"Hidalgo"
"483",13036,"San Agustin Metzquititlan",10333,8.487,24.229,18.618,0.371,30.14,9.97,9.9,0,53.05,8.25,41.22,78.72,4.4,-0.55,"Bajo",0,0,1,2,1,0,2,3,8,0,5,10,2,0,0,0,0,1,6,19,10,4,1,1,13,3,"Hidalgo"
"484",13037,"Metztitlan",22194,12.653,28.56,14.674,0.386,25.73,4.37,8.69,0.58,51.89,7.75,31.43,83.84,3.25,-0.02,"Bajo",0,0,4,2,1,1,7,3,4,7,9,12,5,8,8,8,0,5,28,40,17,7,1,5,13,18,"Hidalgo"
"485",13038,"Mineral del Chico",9665,4.636,29.263,9.271,0.348,75.11,0,0,0,42.84,5.59,27.52,78.2,3.04,-0.12,"Bajo",0,0,0,5,2,4,2,6,0,6,7,6,11,4,4,11,0,0,6,14,15,2,3,1,13,1,"Hidalgo"
"486",13039,"Mineral del Monte",15737,3.619,33.189,13.825,0.383,185.785,0,0,0,49.63,7.09,37.84,65.22,3.62,-0.95,"Muy bajo",0,0,2,11,10,12,33,11,13,17,56,53,15,9,9,5,3,2,41,48,25,9,1,3,13,22,"Hidalgo"
"487",13040,"La Mision",10915,25.899,26.981,6.618,0.375,54.58,18.58,9.23,0,61.95,9.37,6.94,83.66,5.23,0.55,"Medio",0,0,0,0,0,0,2,3,0,4,6,1,0,0,0,0,0,0,8,13,11,0,0,0,13,7,"Hidalgo"
"488",13041,"Mixquiahuala de Juarez",49931,6.155,29.338,21.459,0.376,341.941,10.48,12.44,1.13,39.75,2.56,27.21,74.7,3.03,-0.87,"Muy bajo",0,0,4,20,20,41,63,51,36,71,67,59,33,22,22,9,15,8,44,98,60,19,5,13,13,78,"Hidalgo"
"489",13042,"Molango de Escamilla",12518,3.463,24.925,10.883,0.425,46.931,0,8.4,1.14,59.72,7.37,14.06,76.59,3.93,-0.27,"Bajo",0,0,0,0,2,0,3,2,40,47,17,15,6,5,5,0,0,5,33,56,60,12,1,1,13,14,"Hidalgo"
"490",13043,"Nicolas Flores",7394,16.808,34.085,15.844,0.389,15.933,14.25,0,0,67.64,9.93,15.32,80.93,2.27,0.18,"Medio",0,0,0,0,0,2,1,1,0,0,1,1,11,1,1,0,0,2,11,22,0,2,0,0,13,2,"Hidalgo"
"491",13044,"Nopala de Villagran",18122,4.751,23.939,13.293,0.349,50.727,24.53,6.09,0,43.09,4.86,24.4,79.67,4.15,-0.24,"Bajo",0,0,0,0,2,6,16,16,12,4,21,22,7,7,7,6,3,1,13,45,43,23,5,0,13,9,"Hidalgo"
"492",13045,"Omitlan de Juarez",10555,7.863,29.151,10.16,0.366,84.118,0,9.7,0,44.75,6.19,37.94,76.64,4.83,-0.6,"Bajo",0,0,0,5,1,3,3,8,14,10,5,7,2,0,0,0,1,1,11,37,14,2,2,1,13,3,"Hidalgo"
"493",13046,"San Felipe Orizatlan",41749,3.783,20.297,7.412,0.458,124.812,0,0,0.34,68.92,17.11,21.73,82.89,2.75,0.2,"Medio",0,0,0,6,9,12,8,7,8,6,12,5,3,0,0,0,0,0,4,63,21,6,1,1,13,41,"Hidalgo"
"494",13047,"Pacula",5354,36.242,35.839,8.932,0.369,11.065,18.21,0,0,53.88,6.71,20.23,82.73,2.31,0.29,"Medio",0,0,0,0,0,0,1,1,1,3,0,17,0,0,0,0,1,0,1,5,3,3,8,0,13,1,"Hidalgo"
"495",13048,"Pachuca de Soto",280312,2.17,34.965,20.363,0.397,1609.478,11.19,11.81,3.29,28.22,2.31,27.52,51.89,2.83,-1.26,"Muy bajo",1,17,82,450,480,630,697,535,685,874,1309,1647,555,423,423,282,134,164,1035,1589,615,200,156,305,13,940,"Hidalgo"
"496",13049,"Pisaflores",18829,14.357,24.977,6.951,0.406,117.533,10.46,25.87,0,61.69,14.68,18.05,88.17,5.91,0.17,"Medio",0,0,0,1,2,0,0,1,0,1,2,4,1,7,7,0,0,0,16,33,14,3,0,0,13,10,"Hidalgo"
"497",13050,"Progreso de Obregon",25375,5.686,33.605,23.897,0.383,223.028,12.08,15.94,1.62,38.97,2.7,33.49,69.91,3.62,-0.94,"Muy bajo",0,0,2,13,9,29,26,20,25,27,39,53,29,9,9,4,3,6,14,61,43,13,3,3,13,54,"Hidalgo"
"498",13051,"Mineral de la Reforma",185907,2.005,34.404,18.374,0.384,2191.881,9.93,5.42,0.88,18.73,1.21,24.62,42.93,2.8,-1.36,"Muy bajo",0,6,27,126,145,264,371,277,336,407,629,805,265,177,177,127,74,71,569,883,313,142,64,127,13,175,"Hidalgo"
"499",13052,"San Agustin Tlaxiaca",39180,2.715,25.245,19.693,0.386,109.676,11.02,8.18,0,43.41,5.35,36.41,75.57,2.66,-0.73,"Muy bajo",0,1,6,27,38,29,27,22,31,23,33,35,23,34,34,11,8,5,32,61,31,8,6,4,13,23,"Hidalgo"
"500",13053,"San Bartolo Tutotepec",20082,3.483,28.406,4.24,0.47,57.878,10.83,16.12,0,65.13,15.39,11.99,83.22,4.84,1.44,"Alto",0,0,0,2,0,2,8,6,18,15,9,18,17,3,3,4,0,0,20,43,22,16,0,2,13,10,"Hidalgo"
"501",13054,"San Salvador",37993,9.644,28.965,12.952,0.373,183.613,10.99,8.16,0,42.88,3.63,25.32,76.56,1.49,-0.72,"Muy bajo",0,0,5,17,9,24,46,11,23,17,30,57,20,9,9,17,3,4,33,74,19,3,4,2,13,28,"Hidalgo"
"502",13055,"Santiago de Anaya",18386,10.452,26.968,11.062,0.337,57.985,5.64,0,0,49,5.79,23.76,82.11,1.49,-0.5,"Bajo",0,0,2,7,5,8,12,15,5,3,11,30,8,2,2,3,0,5,39,37,15,4,2,4,13,5,"Hidalgo"
"503",13056,"Santiago Tulantepec de Lugo Guerrero",40098,4.304,31.831,27.808,0.382,440.056,7.98,7.89,0,39.15,2.99,38.72,67.04,5.7,-0.93,"Muy bajo",0,0,4,10,19,43,40,17,18,24,53,113,25,30,30,30,10,6,98,209,98,10,1,12,13,37,"Hidalgo"
"504",13057,"Singuilucan",17377,5.216,23.849,22.852,0.356,45.322,6.12,6.06,0,48.89,5.28,47.36,79.43,7.47,-0.46,"Bajo",0,0,1,3,12,16,10,0,4,3,22,15,9,12,12,12,0,0,6,29,9,1,1,1,13,15,"Hidalgo"
"505",13058,"Tasquillo",17607,20.926,36.449,22.386,0.413,104.437,16.35,10.8,0.74,51.63,7.45,33.61,81.76,1.6,-0.44,"Bajo",0,0,0,1,1,1,2,5,2,8,8,22,8,6,6,3,0,1,17,98,48,15,2,9,13,32,"Hidalgo"
"506",13059,"Tecozautla",40515,12.771,22.961,11.135,0.359,66.035,7.81,20.61,0.36,44.22,4.69,18.78,86.53,3.78,-0.29,"Bajo",0,0,3,4,10,15,3,9,4,16,35,40,18,17,17,5,5,1,14,69,25,16,5,0,13,23,"Hidalgo"
"507",13060,"Tenango de Doria",19646,14.529,32.219,5.606,0.418,83.071,5.4,0,0,63.54,8.96,11.3,84.44,4.37,0.2,"Medio",0,0,1,1,5,4,12,6,13,3,24,19,15,3,3,4,0,0,64,47,30,12,2,2,13,7,"Hidalgo"
"508",13061,"Tepeapulco",58776,4.993,28.548,18.401,0.372,235.335,1.84,20.13,1.95,31.55,2.45,25.83,46.13,3.47,-1.19,"Muy bajo",0,0,11,49,122,116,110,73,82,117,229,321,111,58,58,71,15,18,191,343,193,63,25,70,13,128,"Hidalgo"
"509",13062,"Tepehuacan de Guerrero",32819,7.124,18.842,7.359,0.405,73.218,0,6.41,0,81.58,27.12,7.26,90.25,4.76,1.07,"Alto",0,0,0,1,0,0,2,1,1,3,2,24,8,2,2,0,0,0,3,39,17,29,14,0,13,3,"Hidalgo"
"510",13063,"Tepeji del Rio de Ocampo",93651,4.293,25.083,16.308,0.356,230.28,5.5,10.88,1.04,32.27,3.42,20.29,44.58,5.64,-0.8,"Muy bajo",0,1,6,65,82,128,165,72,79,81,140,303,152,161,161,94,25,16,193,428,181,37,18,20,13,91,"Hidalgo"
"511",13064,"Tepetitlan",11792,6.029,31.388,19.521,0.35,60.2,64.37,54.73,0,42.04,4.04,24.7,76.35,3.5,-0.44,"Bajo",0,0,1,2,4,11,5,8,12,7,6,11,4,4,4,1,2,1,7,38,18,2,0,6,13,6,"Hidalgo"
"512",13065,"Tetepango",12533,5.961,21.548,17.498,0.367,208.283,0,7.98,0,53.89,4.77,33.05,72.38,3.8,-0.83,"Muy bajo",0,0,3,2,10,6,8,5,13,7,14,7,4,2,2,1,1,1,19,74,15,3,2,6,13,17,"Hidalgo"
"513",13066,"Villa de Tezontepec",13444,1.578,24.541,24.692,0.35,97.545,0,15.64,1.07,52.61,5.56,54.94,81.56,4.17,-1.04,"Muy bajo",0,0,0,7,15,1,14,2,5,6,15,9,5,1,1,4,1,1,13,23,10,3,3,0,13,21,"Hidalgo"
"514",13067,"Tezontepec de Aldama",57003,3.396,25.155,19.491,0.36,456.407,55.86,69.96,0.76,55.11,5.27,29.33,74.48,3.4,-0.63,"Bajo",0,0,22,26,24,35,55,49,55,68,64,90,42,22,22,21,15,15,40,140,74,18,5,2,13,71,"Hidalgo"
"515",13068,"Tianguistengo",16044,3.763,22.429,14.773,0.414,50.725,0,0,0,79.22,26.79,16.93,87.12,3.36,0.83,"Medio",0,0,0,0,1,4,4,2,1,1,10,3,3,3,3,1,0,0,6,25,25,1,0,0,13,3,"Hidalgo"
"516",13069,"Tizayuca",137165,2.132,27.721,22.442,0.349,1819.481,25,18.05,1.1,35.89,3.47,28.94,50.44,3.88,-1.25,"Muy bajo",0,4,42,193,184,168,259,162,175,245,422,552,186,214,214,134,41,61,491,691,248,56,31,51,13,165,"Hidalgo"
"517",13070,"Tlahuelilpan",20742,2.904,29.139,25.174,0.385,609.169,31.78,26.2,0,50.15,3.65,35.1,74.24,3.36,-0.85,"Muy bajo",0,0,2,15,9,15,23,18,18,17,29,23,12,12,12,31,1,5,21,64,55,16,1,7,13,27,"Hidalgo"
"518",13071,"Tlahuiltepa",10933,17.962,21.462,8.24,0.38,19.427,0,9.83,0,71.17,8.39,17.25,82.99,4.58,0.41,"Medio",0,0,0,0,0,1,3,1,1,0,4,7,0,2,2,2,1,0,7,26,10,1,0,1,13,1,"Hidalgo"
"519",13072,"Tlanalapa",11165,4.374,24.374,8.432,0.376,70.919,17.21,17.04,0,35.31,3.22,27.66,49.98,3.58,-1.12,"Muy bajo",0,0,1,10,12,38,20,15,12,9,26,36,17,11,11,5,1,0,12,19,15,7,2,7,13,18,"Hidalgo"
"520",13073,"Tlanchinol",42175,3.57,19.882,4.342,0.409,99.19,2.58,12.75,0,85.78,33.76,7.74,87.96,3.67,0.37,"Medio",0,0,0,0,4,7,6,1,6,7,5,10,7,6,6,7,0,1,12,34,46,11,1,0,13,20,"Hidalgo"
"521",13074,"Tlaxcoapan",30727,2.192,23.985,18.747,0.365,360.984,24.03,13.59,1.85,54.46,5.18,35.47,70.88,4.09,-0.86,"Muy bajo",0,0,10,28,11,54,42,24,53,27,70,65,30,29,29,22,8,6,35,116,77,26,14,10,13,76,"Hidalgo"
"522",13075,"Tolcayuca",17698,3.255,29.161,17.295,0.338,176.838,20.47,13.51,0,41.11,3.53,30.91,64.31,4.48,-1.09,"Muy bajo",0,0,3,41,32,23,11,13,9,65,52,32,26,16,16,5,0,3,27,45,11,6,0,2,13,18,"Hidalgo"
"523",13076,"Tula de Allende",118824,2.482,29.061,15.117,0.391,376.413,21.78,37.94,2.2,27.76,1.61,22.33,50.4,3.44,-1.01,"Muy bajo",0,0,16,68,109,98,175,166,167,265,332,358,149,122,122,95,26,28,174,423,152,57,19,18,13,234,"Hidalgo"
"524",13077,"Tulancingo de Bravo",169624,4.057,34.01,27.897,0.391,579.783,10.45,8.6,1.82,44.52,4.39,39.74,71.11,5.38,-0.94,"Muy bajo",0,3,19,69,98,271,297,117,147,150,386,733,218,120,120,105,37,25,443,1038,372,100,27,68,13,465,"Hidalgo"
"525",13078,"Xochiatipan",21234,1.777,15.969,5.691,0.355,122.55,0,5.05,0,88.27,36.7,6.39,81.46,4.49,1.49,"Alto",0,0,3,8,3,1,1,0,4,0,2,2,0,0,0,0,0,0,1,2,3,1,0,0,13,5,"Hidalgo"
"526",13079,"Xochicoatlan",8289,1.037,22.376,9.253,0.399,44.036,0,0,0,55.6,9.67,21.16,73.25,1.95,-0.11,"Bajo",0,0,0,0,0,4,1,3,0,4,2,0,1,2,2,0,1,2,28,29,20,9,0,0,13,3,"Hidalgo"
"527",13080,"Yahualica",26131,2.475,17.933,6.425,0.37,149.994,0,12.11,0,79.54,26.66,8.92,86.13,3.53,1.19,"Alto",0,0,0,0,3,5,2,5,2,4,2,6,2,1,1,0,0,0,6,18,7,2,0,0,13,3,"Hidalgo"
"528",13081,"Zacualtipan de Angeles",37628,4.017,27.068,25.141,0.394,157.926,7.86,5.17,1.08,59.43,8.98,43.1,78.16,3.51,-0.6,"Bajo",0,0,1,0,5,31,40,10,11,30,33,56,13,11,11,20,0,1,24,121,63,23,7,1,13,50,"Hidalgo"
